SMILES,PUBCHEM_COMPOUND_ID_TYPE,PUBCHEM_TOTAL_CHARGE,PUBCHEM_SUBSTANCE_ID,PUBCHEM_SUBSTANCE_VERSION,PUBCHEM_EXT_DATASOURCE_NAME,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_SUBSTANCE_COMMENT,PUBCHEM_SUBSTANCE_SYNONYM,PUBCHEM_XREF_EXT_ID,PUBCHEM_EXT_DATASOURCE_URL,PUBCHEM_CID_ASSOCIATIONS,FractionCSP3,MolWt,RingCount,TotalRing,NumBridges,nBondRings,nAtomRings,ringFusionDensity,ringFusionDegree,ringComplexityIndex,molecularCyclizedDegree,NumRingSystems,NumChiralCenters
Cc1c(C)c2ccc(OCC(=O)NC(Cc3c[nH]c4ccc(O)cc34)C(=O)[O-])c(C)c2oc1=O,0,0,160652296,1,MLSMR,MLS003901581,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-56968
CLASS: NP","MLS003901581
SMR000652450",MLS003901581,http://mlsmr.evotec.com/MLSMR_HomePage/,4835587  1,0.24,463.4660000000003,4,23,2,21,19,0.21052631578947367,2.0,1.2105263157894737,0.5588235294117647,2,1
Cc1oc2cc3oc(=O)c(CC(=O)NC(C)C(=O)NC(Cc4ccc(Cl)cc4)C(=O)[O-])c(C)c3cc2c1C,0,0,160652293,1,MLSMR,MLS003901578,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-56302
CLASS: NP","MLS003901578
SMR000650297",MLS003901578,http://mlsmr.evotec.com/MLSMR_HomePage/,16402545  1,0.2857142857142857,537.9760000000005,4,23,2,21,19,0.21052631578947367,2.0,1.2105263157894737,0.5,2,2
CCc1cc2c(-c3ccccc3)cc(=O)oc2cc1OCC(=O)NCC1CCC(C(=O)[O-])CC1,0,0,160652292,1,MLSMR,MLS003901576,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-56249
CLASS: NP","MLS003901576
SMR000650235",MLS003901576,http://mlsmr.evotec.com/MLSMR_HomePage/,4834978  1,0.37037037037037035,462.5220000000004,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6470588235294118,3,0
CC(C)C(NC(=O)C1CCN(C(=O)C2CCCN2C(=O)OC(C)(C)C)CC1)C(=O)NCc1ccc(F)cc1,0,0,160652291,1,MLSMR,MLS003901575,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-56060
CLASS: NP","MLS003901575
SMR000650136",MLS003901575,http://mlsmr.evotec.com/MLSMR_HomePage/,16402456  1,0.6428571428571429,532.6570000000005,3,17,0,17,17,0.0,1.0,1.0,0.4473684210526316,3,2
CC(C)CC(C(=O)NC(C(=O)[O-])c1ccccc1)N1C(=O)N2CCc3c([nH]c4ccccc34)C2(C)C1=O,0,0,160652289,1,MLSMR,MLS003901573,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-55978
CLASS: NP","MLS003901573
SMR000650117",MLS003901573,http://mlsmr.evotec.com/MLSMR_HomePage/,16402424  1,0.35714285714285715,501.5630000000003,5,28,3,25,22,0.2727272727272727,2.5,1.2727272727272727,0.5945945945945946,2,3
CC(C)C(C(=O)NC1CCN(Cc2ccccc2)CC1)N1C(=O)N2CCc3c([nH]c4ccccc34)C2(C)C1=O,0,0,160652287,1,MLSMR,MLS003901570,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-55678
CLASS: NP","MLS003901570
SMR000650158",MLS003901570,http://mlsmr.evotec.com/MLSMR_HomePage/,16402308  1,0.45161290322580644,527.6690000000003,6,34,3,31,28,0.21428571428571427,2.0,1.2142857142857142,0.717948717948718,3,2
CC(Oc1ccc2c(c1)oc(=O)c1ccccc12)C(=O)NC(Cc1c[nH]c2ccc(O)cc12)C(=O)[O-],0,0,160652286,1,MLSMR,MLS003901569,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-55663
CLASS: NP","MLS003901569
SMR000651591",MLS003901569,http://mlsmr.evotec.com/MLSMR_HomePage/,4834479  1,0.14814814814814814,485.4720000000002,5,29,3,26,23,0.2608695652173913,2.5,1.2608695652173914,0.6388888888888888,2,2
COc1ccc(-c2cc3ccc(OCC(=O)NCC4CCC(C(=O)[O-])CC4)cc3oc2=O)cc1,0,0,160652284,1,MLSMR,MLS003901565,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-55150
CLASS: NP","MLS003901565
SMR000650233",MLS003901565,http://mlsmr.evotec.com/MLSMR_HomePage/,1782877  1,0.34615384615384615,464.49400000000037,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6470588235294118,3,0
CC(C)CC(C(=O)NC1CCN(Cc2ccccc2)CC1)N1C(=O)N2CCc3c([nH]c4ccccc34)C2(C)C1=O,0,0,160652283,1,MLSMR,MLS003901564,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-55055
CLASS: NP","MLS003901564
SMR000650185",MLS003901564,http://mlsmr.evotec.com/MLSMR_HomePage/,16402079  1,0.46875,541.6960000000004,6,34,3,31,28,0.21428571428571427,2.0,1.2142857142857142,0.7,3,2
O=C(COc1ccc2c(-c3ccccc3)cc(=O)oc2c1)NC(Cc1c[nH]c2ccc(O)cc12)C(=O)[O-],0,0,160652282,1,MLSMR,MLS003901563,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-54877
CLASS: NP","MLS003901563
SMR000650239",MLS003901563,http://mlsmr.evotec.com/MLSMR_HomePage/,1781959  1,0.10714285714285714,497.48300000000023,5,29,2,27,25,0.16,1.6666666666666667,1.16,0.6756756756756757,3,1
COc1ccc2[nH]c3c(c2c1)CCN1C(=O)N(C(C)C(=O)NCCc2ccc(OC)c(OC)c2)C(=O)C31C,0,0,160652280,1,MLSMR,MLS003901560,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-54612
CLASS: NP","MLS003901560
SMR000647983",MLS003901560,http://mlsmr.evotec.com/MLSMR_HomePage/,16401920  1,0.39285714285714285,520.5860000000004,5,28,3,25,22,0.2727272727272727,2.5,1.2727272727272727,0.5789473684210527,2,2
CCCCc1cc(=O)oc2cc(OC(C)C(=O)NCC3CCC(C(=O)[O-])CC3)c(Cl)cc12,0,0,160652279,1,MLSMR,MLS003901559,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-54557
CLASS: NP","MLS003901559
SMR000650202",MLS003901559,http://mlsmr.evotec.com/MLSMR_HomePage/,3335953  1,0.5416666666666666,462.95000000000044,3,18,1,17,16,0.125,1.5,1.125,0.5,2,1
CCCCc1cc(=O)oc2cc(C)cc(OCC(=O)N3CCC(C(=O)[O-])(c4ccccc4)CC3)c12,0,0,160652278,1,MLSMR,MLS003901557,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-54291
CLASS: NP","MLS003901557
SMR000652446",MLS003901557,http://mlsmr.evotec.com/MLSMR_HomePage/,3692984  1,0.39285714285714285,476.5490000000004,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6285714285714286,3,0
Cc1cc(OCC(=O)NC(Cc2ccc(Cl)cc2)C(=O)[O-])c2c3c(c(=O)oc2c1)CCCC3,0,0,160652277,1,MLSMR,MLS003901556,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-54285
CLASS: NP","MLS003901556
SMR000651915",MLS003901556,http://mlsmr.evotec.com/MLSMR_HomePage/,3587816  1,0.32,468.9130000000004,4,24,2,22,20,0.2,2.0,1.2,0.6060606060606061,2,1
Cc1c(OCC(=O)NC(Cc2ccc(Cl)cc2)C(=O)[O-])ccc2c3c(c(=O)oc12)CCCC3,0,0,160652276,1,MLSMR,MLS003901555,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-54219
CLASS: NP","MLS003901555
SMR000651087",MLS003901555,http://mlsmr.evotec.com/MLSMR_HomePage/,3709479  1,0.32,468.91300000000035,4,24,2,22,20,0.2,2.0,1.2,0.6060606060606061,2,1
CCc1cc(=O)oc2cc(C)cc(OCC(=O)NC(CSCc3ccccc3)C(=O)[O-])c12,0,0,160652275,1,MLSMR,MLS003901554,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-54198
CLASS: NP","MLS003901554
SMR000650992",MLS003901554,http://mlsmr.evotec.com/MLSMR_HomePage/,1779802  1,0.2916666666666667,454.5240000000003,3,18,1,17,16,0.125,1.5,1.125,0.5,2,1
COc1ccc2[nH]c3c(c2c1)CCN1C(=O)N(C(C)C(=O)NCc2c(F)cccc2Cl)C(=O)C31C,0,0,160652274,1,MLSMR,MLS003901553,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-54187
CLASS: NP","MLS003901553
SMR000647979",MLS003901553,http://mlsmr.evotec.com/MLSMR_HomePage/,16401842  1,0.32,498.94200000000035,5,28,3,25,22,0.2727272727272727,2.5,1.2727272727272727,0.6285714285714286,2,2
COc1ccc2[nH]c3c(c2c1)CCN1C(=O)N(C(C)C(=O)NCCc2ccc(F)cc2)C(=O)C31C,0,0,160652273,1,MLSMR,MLS003901552,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-54082
CLASS: NP","MLS003901552
SMR000647967",MLS003901552,http://mlsmr.evotec.com/MLSMR_HomePage/,16401830  1,0.34615384615384615,478.5240000000002,5,28,3,25,22,0.2727272727272727,2.5,1.2727272727272727,0.6285714285714286,2,2
COc1ccc(-c2cc(=O)oc3cc(OCC(=O)NC(Cc4c[nH]c5ccccc45)C(=O)[O-])ccc23)cc1,0,0,160652272,1,MLSMR,MLS003901551,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-53775
CLASS: NP","MLS003901551
SMR000650357",MLS003901551,http://mlsmr.evotec.com/MLSMR_HomePage/,1778210  1,0.13793103448275862,511.5100000000003,5,29,2,27,25,0.16,1.6666666666666667,1.16,0.6578947368421053,3,1
Cc1cc(OCC(=O)NCC2CCC(C(=O)[O-])CC2)c2c(C)c(Cc3ccccc3)c(=O)oc2c1,0,0,160652271,1,MLSMR,MLS003901550,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-53739
CLASS: NP","MLS003901550
SMR000650229",MLS003901550,http://mlsmr.evotec.com/MLSMR_HomePage/,1778129  1,0.39285714285714285,476.5490000000004,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6285714285714286,3,0
CCCc1cc(=O)oc2c(C)c(OCC(=O)N3CCC(C(=O)[O-])(c4ccccc4)CC3)ccc12,0,0,160652270,1,MLSMR,MLS003901549,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-53680
CLASS: NP","MLS003901549
SMR000652445",MLS003901549,http://mlsmr.evotec.com/MLSMR_HomePage/,1777993  1,0.37037037037037035,462.5220000000003,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6470588235294118,3,0
COc1ccc(-c2cc(=O)oc3cc(OCC(=O)NCC4CCC(C(=O)[O-])CC4)ccc23)cc1,0,0,160652269,1,MLSMR,MLS003901548,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-53510
CLASS: NP","MLS003901548
SMR000650177",MLS003901548,http://mlsmr.evotec.com/MLSMR_HomePage/,1777678  1,0.34615384615384615,464.49400000000037,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6470588235294118,3,0
COc1ccc2[nH]c3c(c2c1)CCN1C(=O)N(C(C)C(=O)NC2CCN(Cc4ccccc4)CC2)C(=O)C31C,0,0,160652268,1,MLSMR,MLS003901547,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-53270
CLASS: NP","MLS003901547
SMR000650057",MLS003901547,http://mlsmr.evotec.com/MLSMR_HomePage/,16401695  1,0.43333333333333335,529.6410000000004,6,34,3,31,28,0.21428571428571427,2.0,1.2142857142857142,0.717948717948718,3,2
Cc1cc(OCC(=O)NC(Cc2ccc(Cl)cc2)C(=O)[O-])c2c3c(c(=O)oc2c1)CCC3,0,0,160652267,1,MLSMR,MLS003901546,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-53063
CLASS: NP","MLS003901546
SMR000651317",MLS003901546,http://mlsmr.evotec.com/MLSMR_HomePage/,3652754  1,0.2916666666666667,454.8860000000003,4,23,2,21,19,0.21052631578947367,2.0,1.2105263157894737,0.59375,2,1
O=C(COc1cc2oc(=O)cc(-c3ccccc3)c2cc1Cl)NCC1CCC(C(=O)[O-])CC1,0,0,160652266,1,MLSMR,MLS003901545,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-52974
CLASS: NP","MLS003901545
SMR000650192",MLS003901545,http://mlsmr.evotec.com/MLSMR_HomePage/,1776024  1,0.32,468.91300000000035,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6666666666666666,3,0
COc1ccc(OC)c(-c2nc(C(=O)NCCCN3CCOCC3)cc3c2[nH]c2ccccc23)c1,0,0,160652265,1,MLSMR,MLS003901544,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-52947
CLASS: NP","MLS003901544
SMR000647973",MLS003901544,http://mlsmr.evotec.com/MLSMR_HomePage/,5576300  1,0.3333333333333333,474.56100000000043,5,29,2,27,25,0.16,1.6666666666666667,1.16,0.7142857142857143,3,0
Cc1c(OCC(=O)NC(Cc2ccc(Cl)cc2)C(=O)[O-])ccc2c(-c3ccccc3)cc(=O)oc12,0,0,160652264,1,MLSMR,MLS003901543,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-52903
CLASS: NP","MLS003901543
SMR000651085",MLS003901543,http://mlsmr.evotec.com/MLSMR_HomePage/,3720648  1,0.14814814814814814,490.91900000000027,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6285714285714286,3,1
COc1cc(-c2nc(C(=O)NCC3CCCO3)cc3c2[nH]c2ccccc23)cc(OC)c1OC,0,0,160652263,1,MLSMR,MLS003901542,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-52846
CLASS: NP","MLS003901542
SMR000650810",MLS003901542,http://mlsmr.evotec.com/MLSMR_HomePage/,5901949  1,0.3076923076923077,461.51800000000037,5,28,2,26,24,0.16666666666666666,1.6666666666666667,1.1666666666666667,0.7058823529411765,3,1
Cc1c(OCC(=O)NC(CSCc2ccccc2)C(=O)[O-])ccc2c3c(c(=O)oc12)CCC3,0,0,160652262,1,MLSMR,MLS003901541,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-52424
CLASS: NP","MLS003901541
SMR000651080",MLS003901541,http://mlsmr.evotec.com/MLSMR_HomePage/,1807004  1,0.32,466.5350000000003,4,23,2,21,19,0.21052631578947367,2.0,1.2105263157894737,0.5757575757575758,2,1
COc1ccc(CNC(=O)C(C)N2C(=O)N3CCc4c([nH]c5ccc(OC)cc45)C3(C)C2=O)cc1,0,0,160652261,1,MLSMR,MLS003901540,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-52350
CLASS: NP","MLS003901540
SMR000647969",MLS003901540,http://mlsmr.evotec.com/MLSMR_HomePage/,16401527  1,0.34615384615384615,476.53300000000024,5,28,3,25,22,0.2727272727272727,2.5,1.2727272727272727,0.6285714285714286,2,2
CCCCc1cc(=O)oc2cc(C)cc(OCC(=O)NC(CSCc3ccccc3)C(=O)[O-])c12,0,0,160652260,1,MLSMR,MLS003901539,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-52309
CLASS: NP","MLS003901539
SMR000652904",MLS003901539,http://mlsmr.evotec.com/MLSMR_HomePage/,16401518  1,0.34615384615384615,482.5780000000004,3,18,1,17,16,0.125,1.5,1.125,0.47058823529411764,2,1
Cc1c(Cc2ccccc2)c(=O)oc2c(C)c(OCC(=O)NCC3CCC(C(=O)[O-])CC3)ccc12,0,0,160652259,1,MLSMR,MLS003901538,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-52244
CLASS: NP","MLS003901538
SMR000650172",MLS003901538,http://mlsmr.evotec.com/MLSMR_HomePage/,1806573  1,0.39285714285714285,476.5490000000004,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6285714285714286,3,0
CC(Oc1cc2oc(=O)cc(-c3ccccc3)c2cc1Cl)C(=O)NCC1CCC(C(=O)[O-])CC1,0,0,160652258,1,MLSMR,MLS003901537,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-52230
CLASS: NP","MLS003901537
SMR000650242",MLS003901537,http://mlsmr.evotec.com/MLSMR_HomePage/,4316847  1,0.34615384615384615,482.94000000000034,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6470588235294118,3,1
COc1ccc(-c2nc(C(=O)NCCCN3CCOCC3)cc3c2[nH]c2ccccc23)cc1OC,0,0,160652257,1,MLSMR,MLS003901536,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-52226
CLASS: NP","MLS003901536
SMR000651338",MLS003901536,http://mlsmr.evotec.com/MLSMR_HomePage/,5582189  1,0.3333333333333333,474.56100000000043,5,29,2,27,25,0.16,1.6666666666666667,1.16,0.7142857142857143,3,0
COc1ccc2[nH]c3c(c2c1)CCN1C(=O)N(C(C)C(=O)NCc2ccc(F)cc2)C(=O)C31C,0,0,160652256,1,MLSMR,MLS003901535,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-52104
CLASS: NP","MLS003901535
SMR000647970",MLS003901535,http://mlsmr.evotec.com/MLSMR_HomePage/,16401484  1,0.32,464.4970000000002,5,28,3,25,22,0.2727272727272727,2.5,1.2727272727272727,0.6470588235294118,2,2
COc1ccc(-c2cc(=O)oc3c(C)c(OCC(=O)NC(Cc4ccc(O)cc4)C(=O)[O-])ccc23)cc1,0,0,160652255,1,MLSMR,MLS003901534,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-52030
CLASS: NP","MLS003901534
SMR000650358",MLS003901534,http://mlsmr.evotec.com/MLSMR_HomePage/,1775242  1,0.17857142857142858,502.4990000000003,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.5945945945945946,3,1
O=C(NCCCN1CCOCC1)c1cc2c([nH]c3ccccc32)c(-c2cccc(Br)c2)n1,0,0,160652254,1,MLSMR,MLS003901533,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-51784
CLASS: NP","MLS003901533
SMR000647975",MLS003901533,http://mlsmr.evotec.com/MLSMR_HomePage/,5576035  1,0.28,493.40500000000037,5,29,2,27,25,0.16,1.6666666666666667,1.16,0.78125,3,0
Cc1c(Cc2ccccc2)c(=O)oc2c(C)c(OC(C)C(=O)NCC3CCC(C(=O)[O-])CC3)ccc12,0,0,160652253,1,MLSMR,MLS003901532,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-51515
CLASS: NP","MLS003901532
SMR000650205",MLS003901532,http://mlsmr.evotec.com/MLSMR_HomePage/,3709118  1,0.41379310344827586,490.57600000000036,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6111111111111112,3,1
COc1ccc(-c2cc(=O)oc3c(C)c(OCC(=O)NCC4CCC(C(=O)[O-])CC4)ccc23)cc1,0,0,160652252,1,MLSMR,MLS003901531,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-51257
CLASS: NP","MLS003901531
SMR000650176",MLS003901531,http://mlsmr.evotec.com/MLSMR_HomePage/,1772618  1,0.37037037037037035,478.5210000000004,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6285714285714286,3,0
Cc1c(Cc2ccccc2)c(=O)oc2cc(OCC(=O)NCC3CCC(C(=O)[O-])CC3)ccc12,0,0,160652251,1,MLSMR,MLS003901529,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-50959
CLASS: NP","MLS003901529
SMR000650171",MLS003901529,http://mlsmr.evotec.com/MLSMR_HomePage/,1771833  1,0.37037037037037035,462.52200000000033,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6470588235294118,3,0
Cc1c(OCC(=O)NC(Cc2ccc(Cl)cc2)C(=O)[O-])ccc2c3c(c(=O)oc12)CCC3,0,0,160652250,1,MLSMR,MLS003901528,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-50822
CLASS: NP","MLS003901528
SMR000651090",MLS003901528,http://mlsmr.evotec.com/MLSMR_HomePage/,3535623  1,0.2916666666666667,454.8860000000003,4,23,2,21,19,0.21052631578947367,2.0,1.2105263157894737,0.59375,2,1
COc1ccc2[nH]c3c(c2c1)CCN1C(=O)N(C(C)C(=O)NCc2ccc(C)cc2)C(=O)C31C,0,0,160652249,1,MLSMR,MLS003901527,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-50735
CLASS: NP","MLS003901527
SMR000647978",MLS003901527,http://mlsmr.evotec.com/MLSMR_HomePage/,16401242  1,0.34615384615384615,460.5340000000002,5,28,3,25,22,0.2727272727272727,2.5,1.2727272727272727,0.6470588235294118,2,2
Cc1cc(OC(C)C(=O)NCC2CCC(C(=O)[O-])CC2)c2c(C)c(Cc3ccccc3)c(=O)oc2c1,0,0,160652248,1,MLSMR,MLS003901526,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-50696
CLASS: NP","MLS003901526
SMR000650204",MLS003901526,http://mlsmr.evotec.com/MLSMR_HomePage/,3530715  1,0.41379310344827586,490.57600000000036,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6111111111111112,3,1
COc1cc(-c2nc(C(=O)NC3CCN(Cc4ccccc4)CC3)cc3c2[nH]c2ccccc23)cc(OC)c1OC,0,0,160652247,1,MLSMR,MLS003901525,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-50584
CLASS: NP","MLS003901525
SMR000650809",MLS003901525,http://mlsmr.evotec.com/MLSMR_HomePage/,5776408  1,0.2727272727272727,550.6590000000004,6,35,2,33,31,0.12903225806451613,1.5,1.1290322580645162,0.7560975609756098,4,0
Cc1c(Cc2ccccc2)c(=O)oc2cc(OCC(=O)NC(Cc3ccc(Cl)cc3)C(=O)[O-])ccc12,0,0,160652246,1,MLSMR,MLS003901524,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-50392
CLASS: NP","MLS003901524
SMR000651084",MLS003901524,http://mlsmr.evotec.com/MLSMR_HomePage/,3665146  1,0.17857142857142858,504.9460000000003,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6111111111111112,3,1
COc1ccc2[nH]c3c(c2c1)CCN1C(=O)N(C(C)C(=O)NCc2ccccc2OC)C(=O)C31C,0,0,160652245,1,MLSMR,MLS003901523,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-50367
CLASS: NP","MLS003901523
SMR000647971",MLS003901523,http://mlsmr.evotec.com/MLSMR_HomePage/,16401179  1,0.34615384615384615,476.53300000000024,5,28,3,25,22,0.2727272727272727,2.5,1.2727272727272727,0.6285714285714286,2,2
COc1cc(-c2nc(C(=O)NC3CCCCC3)cc3c2[nH]c2ccccc23)cc(OC)c1OC,0,0,160652244,1,MLSMR,MLS003901522,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-50271
CLASS: NP","MLS003901522
SMR000650623",MLS003901522,http://mlsmr.evotec.com/MLSMR_HomePage/,5574963  1,0.3333333333333333,459.5460000000004,5,29,2,27,25,0.16,1.6666666666666667,1.16,0.7352941176470589,3,0
CCCCc1cc(=O)oc2cc(OCC(=O)N3CCC(C(=O)[O-])(c4ccccc4)CC3)ccc12,0,0,160652243,1,MLSMR,MLS003901521,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-50267
CLASS: NP","MLS003901521
SMR000651913",MLS003901521,http://mlsmr.evotec.com/MLSMR_HomePage/,3265853  1,0.37037037037037035,462.5220000000002,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6470588235294118,3,0
Cc1c(OCC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)[O-])ccc2c1oc(=O)c1ccccc12,0,0,160652241,1,MLSMR,MLS003901518,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-50049
CLASS: NP","MLS003901518
SMR000651590",MLS003901518,http://mlsmr.evotec.com/MLSMR_HomePage/,1768585  1,0.14814814814814814,469.47300000000024,5,29,3,26,23,0.2608695652173913,2.5,1.2608695652173914,0.6571428571428571,2,1
COc1ccc(-c2cc(=O)oc3cc(OC(C)C(=O)NCC4CCC(C(=O)[O-])CC4)ccc23)cc1,0,0,160652240,1,MLSMR,MLS003901517,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-49976
CLASS: NP","MLS003901517
SMR000650243",MLS003901517,http://mlsmr.evotec.com/MLSMR_HomePage/,3753290  1,0.37037037037037035,478.52100000000036,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6285714285714286,3,1
CCCCc1cc(=O)oc2c(C)c(OCC(=O)N3CCC(C(=O)[O-])(c4ccccc4)CC3)ccc12,0,0,160652239,1,MLSMR,MLS003901516,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-49880
CLASS: NP","MLS003901516
SMR000652213",MLS003901516,http://mlsmr.evotec.com/MLSMR_HomePage/,5104807  1,0.39285714285714285,476.5490000000003,4,24,1,23,22,0.09090909090909091,1.3333333333333333,1.0909090909090908,0.6285714285714286,3,0
CCCCc1cc(=O)oc2cc(C)cc(OCC(=O)NC(Cc3ccc(Cl)cc3)C(=O)[O-])c12,0,0,160652237,1,MLSMR,MLS003901514,"SAMPLE_SUPPLIER: InterBioScreen
SUPPLIER_STRUCTURE_ID: STOCK1N-49705
CLASS: NP","MLS003901514
SMR000651083",MLS003901514,http://mlsmr.evotec.com/MLSMR_HomePage/,3719891  1,0.32,470.92900000000037,3,18,1,17,16,0.125,1.5,1.125,0.48484848484848486,2,1
